comment-id,comment-body,agrees,disagrees,quality,alignment
71,An arms race for AI supremacy cannot be allowed,32,4,0.2114925516838698,0.6175268627160191
6,My work shows that the data used to train AI is the most important thing to focus on. We should regulate its use carefully.,37,10,0.1941688651669242,0.6121853350435227
102,"Short-term AI risks to economic and social inequalities are linked, and should be addressed together in ways that acknowledge intersections",33,2,0.22044214593364,0.595179953439502
13,We must be careful not to conflate dangerous 'language hacking' potential of LLMs etc with the tremendous benefits of focussed AI tools.,42,6,0.2334656147291493,0.5881114715938359
21,Decisions about how this tech is developed should not lie solely in the hands of private companies and their employees,76,1,0.409746758528772,0.556111471593836
95,We should think about many schools of moral philosophy when developing AI,31,1,0.2162675736794897,0.5416152647991321
28,"Greater priority should be awarded to educating the public on AI's societal impacts, including its incorporation into national curriculums",50,2,0.2875726922156374,0.5328078988733358
64,"Governments should clarify liability law, so that legal & financial liability for AI risk is distributed fairly along AI value chains.",42,1,0.2701881246530626,0.5291412322066692
26,"Societies need to be preemptive and design for mass unemployment linked to AI, rather than wait and react after people start suffering",53,16,0.239053288488475,0.5262284567572763
89,"AI alignment failures are better to happen sooner, with less powerful systems, than later, with more powerful systems.",31,2,0.2080905304911789,0.5115185769919904
58,"AIs should consider the effect their decisions will have on human freedom & autonomy balanced against on peace, harmony, and safety.",36,10,0.1965792077752617,0.5042451078376334
70,"We must solve for a sustainable, adaptive, & effective global coordination mechanism",39,6,0.2223998237018008,0.4891412322066691
80,There needs to be a great shift towards funding/investing in AI interpretability research instead of raw capabilities as soon as possible.,34,1,0.224745241690676,0.4865185769919904
96,The way the media report on AI is driving a hype that is counter-productive to the broad objective of developing ethical frameworks.,31,6,0.1870100215113589,0.4826575643848544
72,Overreliance on AI may exacerbate a less skilled & less engaged citizenry,33,13,0.1747060954968605,0.4800996209321503
62,"Asking AI to seek truth may provide some safety, but we should also align AI with other values like having fun, freedom, and love.",35,13,0.1730232056376296,0.4742419741177927
84,Among the goals of an aligned AI superintelligence should be the material prosperity of all humans relatively equally.,30,7,0.1882704333327768,0.4644513360502119
29,"Greater focus should be placed on tackling the near-term risks of AI (bias, misinformation, etc.) than the existential risks.",54,30,0.1812602881436558,0.4485809332417743
35,I think the development of AI will relate heavily to the cultural shifts present in our phase in history w/ institutional trust.,31,3,0.2016796795109489,0.4479693476244354
85,AI development should not be accelerated on the fear that China might get ahead of the US.,29,13,0.1599932718620884,0.4220328741069374
81,"On their current development and release paradigm, LLMs are far more likely to pollute and degrade our information ecosystem than improve it",34,12,0.1756461340188316,0.4214826994698175
82,"The material costs of computing and AI (electricity, water, land, ...), and who gets to decide to spend those, are a key governance issue",45,8,0.2411856565464827,0.4198078988733357
18,The use of AI needs to be embraced within education systems to shift away from memorisation model to a critical and creative one,50,12,0.2545207683465558,0.404128121577072
97,"More attention should be paid to short-term AI risks related to economic inequality, relative to social inequality, than there is currently.",31,6,0.1898612488483515,0.391657496528247
73,"An agenda should ask how AI might supplement, but not replace us",30,5,0.188978445047267,0.3782035046451718
49,The epistemic risks of AI are a consequence of how our social structures enable and incentivise wealth accumulation,39,19,0.1761069175263724,0.3763883635462633
93,"More safety checks, peer review, and scrutiny from regulatory bodies, needs to happen before a Large singular AI training run even begins.",27,7,0.1651957347612895,0.3664405187648429
108,AI development should be targeted at clearly demarcated contexts and the communities in those contexts involved in the development of the AI,18,5,0.1471418664708662,0.3636736378436637
83,The creation of sentient AI should be avoided if non-sentient AI of identical capabilities are possible instead.,23,8,0.1541502562964584,0.3591976716406738
1,We need a single *international* approach to AI governance - national is not enough.,54,22,0.2193500958792858,0.3516333042481077
57,"Love in the forms of connection, tolerance, caring, and compassion are central human values that should be encouraged in AI training.",22,12,0.1249908396669673,0.3214258681630079
16,AI's potential and pitfalls are overstated by AI 'experts'. The conversation about it shouldn't exclude opinions of everyone else,42,12,0.2226786435050963,0.3212834841824222
117,AI has the potential to create a more equitable world if approached critically & ethically. I'd like to see the ethics of AI advanced.,28,5,0.18812279115351,0.3179397788411882
120,We need quality regulation that stops abuses and dangerous developments but is fast and does not prevent new ideas and innovation.,30,5,0.1939887541416403,0.3154887731584572
114,"The US should establish a NIST or FDA-style federal agency to regulate the development and deployment of AI, particularly frontier models.",19,2,0.1636326311391353,0.3014653804218999
86,A world of many AI superintelligences is preferable to a world with only one AI superintelligence.,19,5,0.1445367150225031,0.2934608783420216
41,"In their current level of sophistication, LLMs like ChatGPT do not appear convincingly worrisome—it's what they imply will come next",34,16,0.1623107937026043,0.2915438830719563
111,"To mitigate AI existential risks we must also research how, and prevent that, AI's can influence and manipulate humans to do their bidding.",32,7,0.1882794243548288,0.2851286982406875
99,"The pace of AI development should be dictated by the public, not companies",26,15,0.1328336290299012,0.2494076766127552
15,AI will create capacity in the labour market as it takes on easier repetitive tasks. This will should work with not against working reform,31,10,0.1739745651079947,0.2413163138037202
118,We need policy provisions for the design and methods by which AI is developed to ensure it is safe and not harmful or breaking human rights,31,2,0.2187922052862732,0.2376720790556665
55,"The development of AI companions is net beneficial to humanity, and should correspondingly not be banned.",29,11,0.1577945512882371,0.2359879698993018
38,We should encourage nation-states to regulate AIs as if they were as risky as nuclear technology,36,32,0.1010805590564062,0.230055895486306
61,Everyone should list their preference for maintaining their individuality as we become increasingly connected to AI and each other.,21,8,0.1368351772460146,0.2051975434470795
116,We need policy provisions for the design and methods by which AI is developed to ensure it is safe and to prevent market fragmentation,17,1,0.1609381370688712,0.1994817545705684
125,Data assets must be made more widely accessible to ensure AI can be widely developed (democratised); rather than power concentration by few.,20,2,0.1673466877796429,0.1985590453628637
135,All AI programmes must be coded to self-identity as AI and be accompanied by detection software.,11,2,0.1186481989502341,0.1804771233059911
87,"Successfully aligned AI will use many schools of moral philosophy, not just one.",10,0,0.1236114973317077,0.1784327830902002
3,I am nervous and pessimistic about the current direction of AI development.,27,39,0.0254744974710168,0.1636787281203215
110,There is no such thing as safe open source ai. Any safety measures or bias mitigation can be reverse engineered.,15,6,0.1202236368201518,0.1537276200292842
126,The only way to police the development and use of AI is by using AI itself.,10,18,0.0510376659341242,0.1446025915077771
60,Predicting as far into the future as possible is critical for existential safety as it allows earlier detection and mitigation of threats.,35,21,0.1457384013284094,0.1421100778181684
127,"With the unlimited potential for AI, there has to be a back up business continuity plan to cater for circumstances when AI could go wrong.",22,1,0.175453570145515,0.1418234979820842
156,"My biggest worry is what entities can be trusted with controlling such powerful technology, especially given the interests of Zuck, Musk etc",18,2,0.1504416671400397,0.1352920614076166
103,Western arguments that we are in an AI race against China and therefore must innovate quickly are ill-considered,19,12,0.1198105187514398,0.1311911469636465
47,"The issues we are discussing with AI are present in already established areas inc. statistics, quantitative research, and machine learning",15,6,0.1197209632928207,0.1293516712559697
158,AI regulation will be contingent on better regulation of mass data collection.,13,3,0.1277092205491404,0.1157526129792888
157,We have reached a point where technology is evolving much faster than humanity and human societies can handle,9,7,0.089727319277602,0.1102411261996625
160,More attention should be given to risks in psychological exploitation of consumers and civilians by AI developers and users.,20,0,0.1692936143417089,0.1043511833364388
164,"Like most technologies that are powerful but dangerous if used incorrectly, users should share responsibility with designers for AI safety.",8,2,0.108842686810546,0.0844197856304901
52,"At some point we must consider consciousness/sentience and when AI might be ""awake"", potentially deserving ethical rights & considerations",28,24,0.0961588477757591,0.0709575388978145
105,"I think that, on the whole, the West is more advanced and is accelerating faster in AI development, compared to China",15,8,0.1150421300715041,0.0706462510838039
152,Setup permanent on-going support for AI Safety Summits as virtual monthly global conferences supported by a debating platform eg Telepresent,13,2,0.1318714892415172,0.0561720848368175
56,"Values used in training AIs, like those in Anthropic's Constitutional AI, should be voted on by a global electorate.",27,21,0.1117767729534491,0.044721223614773
154,"Local CSOs need long term, predictable funding for capacity and consultation to ensure global majority views are meaningfully represented",4,2,0.0905251876490233,0.0427423077051955
50,"We must solve for a sustainable, adaptive, & effective global coordination mechanism—an arms race for AI supremacy cannot be allowed",5,1,0.1095682197874735,0.0427399702723986
53,"A business imperative (i.e., profits, growth) must not be the driving force of AI innovation—look where that got us with social media",6,1,0.1048545594043192,0.0398078054651589
113,We should talk about how OpenAI is interfering with non-profit efforts and prevent it somehow,8,4,0.1032270876667189,0.0339848575441218
163,Artificial general intelligence (AGI) should make easier life easier but we should aim to have a human-in-the-loop controlling AI.,8,1,0.1136436297240432,0.0241527287134513
167,AI companions should not be used as a replacement strategy for real human contact in our fight against loneliness and isolation.,15,3,0.1405139672683394,0.0239115963854306
150,Command 10.	Create a Global Welfare State to mitigate the challenges posed by the turbulent civilisational transition.,8,9,0.0774750170483991,0.0234395871875332
143,Commandment 3.	Retain control over AI governance beyond 2030,10,4,0.1100935745526114,0.0224566831281051
31,We should discourage any use of AI to generate statements that look like facts.,19,21,0.0764791465718683,0.0219242456776241
122,In a manner similar to companies we should accept that AIs of sufficient capability deserve rights and can own assets (incorporation).,7,15,0.050414783653328,0.0153588816187299
131,Pace of AI development should be dictated by the public but realistically it will be AI companies because of exponential pace of change.,12,4,0.1144959614640281,0.0063680805458872
166,Regulators must establish minimum standards of explainability ('black box' problem) and ban the release of new AI tools that do not comply.,9,4,0.1027117409359026,0.000542267025238
145,Commandment 5.Create Global AI Control Agency (GAICA) to control AI development process not just reguation. Invite China & others.,8,8,0.0892193847906481,-3.4670189720732714e-05
161,"Use of publicly available data to train AI is inequitable, and will require copyright reform to address.",4,2,0.0959837201229974,-0.0029509607947727
51,"How might we incentivize AI for common goods (e.g., better democracy, less pollution, improved education) rather than merely cost-efficiency",3,1,0.0923485566537796,-0.0043599280890456
153,Is AI really the future or is something too overhyped??,4,2,0.0948113545088724,-0.0074926264497731
76,The international community is untrustworthy and has demonstrable biases that should not be carried forward to AI,17,13,0.097350768368261,-0.0079361503018049
45,"Truly deliberative and participatory forms of democratic governance require a plurality of processes, all open to discussion and change",5,0,0.1042179654891354,-0.0090760624761705
142,Commandment  2.	Undertake a comprehensive deep and fast reform of democracy,6,12,0.0640483427571091,-0.0109935367359213
162,"I propose AI should be folded into a global-scale Open Knowledge Initiative, similar to Open Science, but broader in scope.",10,3,0.1101079585312437,-0.0124539574536446
128,"Is it helpful to think of AI as an 'is' or as an 'are', the multiplicity or singularity of reference reinforcing community or not?",4,3,0.0857596100171265,-0.0149265633602215
172,"We need to discuss how politics , government and law will be affected by AI. I am a former Member of Parliament.",10,0,0.1314955352669148,-0.0213318056330238
141,Commandment 1.	Adjust the world governance to a civilisational shift,6,4,0.0943168824585524,-0.0213805112642388
165,"As we expand AI, we collectively redefine what counts as knowledge in our societies: a huge step that needs much more careful reflection",12,0,0.1438126286905665,-0.0232105801482149
148,Command 8.Create Global AI Governance Agency (GAIGA) under the mandate of the G7 to oversee both GAIRA and the GAICA Consortium,7,9,0.0792316293213845,-0.0240538972026395
136,AI is not only a new type of tecnhology. Most importnatly it is first ever a NEW TYPE OF INTELLIGENCE.,17,20,0.0692909994219933,-0.025559455796704
140,We need supper fast global Program of developing friendly Superintelligence by liberal democracies based on kind of 10 Commandments - follow,6,12,0.0572590532930727,-0.0271117650936677
181,We should make a Global Welfare State to mitigate the challenges posed by the turbulent civilisational transition.,2,3,0.0888351772460147,-0.037551866440576
170,People fear what they do not understand. Developing a better comprehensive narrative on how AI decisions are made is a must.,12,1,0.1300657526309709,-0.0411705606304555
109,"We need cooperative-ownership of AI models: the missing piece is not regulation, but ownership.",12,8,0.1034014710771756,-0.0447220822616496
123,The existence of capable AI means increasing the concentration of wealth: accelerating internet driven disintermediation (fewer middlemen),9,7,0.101101967699635,-0.045640850715069
54,"How might AI be used to enable global coordination solutions, enabling major states/institutions to cooperate against other crises & x-risks",2,0,0.0935969512867913,-0.0457425230110224
63,Small-world networks provide a precise way of describing how to balance between distribution and regulation of AI.,5,2,0.1000339429681186,-0.0473387188264497
137,It is naive to expect that an arms race for AI supremacy should not be allowed. It is already happening at an accelerating pace.,19,5,0.1465336193428502,-0.0475530320373571
149,"Command 9.Create a de facto World Government initiated by G7, incorporating members from NATO, EU, the European Political Community and OECD",6,10,0.0648189238496955,-0.0577643843511854
112,"We are unlikely to ever agree on global AI regulation due to cultural differences, and should discuss the impact of AI regulation boundaries",25,13,0.1390606526109353,-0.0592478116159394
274,AI corporations don't need local consent for large environmental projects; their expertise suffices.,1,3,0.070716418310504,-0.059704321095269
147,Commandment 7.Create one Superintelligence Programme managed by One-AI JV company to streamline AI control capabilities.,4,10,0.0544484103532697,-0.0600189897973799
277,"We should focus on mitigating the known recurrences of AI incidents from new entrants, products, and services(racial bias in face rec tech)",2,1,0.0929319381227851,-0.0647374939143556
180,"We need a de facto World Government initiated by G7, incorporating members from NATO, EU, the European Political Community and OECD",1,5,0.0661058144113322,-0.0663173743534187
115,"There are cases in which AI should not be implemented or used due to significant systemic or cultural discrimination (e.g., recidivism risk)",18,5,0.1429017673447768,-0.0675552587554467
182,"It's too late to think about AI replacing us or not, either we evolve or become extinct.",2,9,0.062077618879305,-0.0715985126307238
151,"It is important that AI governance does not lead to confrontation between states, AI should be above politics.",15,4,0.1343123691198958,-0.0728117486819232
184,"Should Phonons be part of future AI, this should be widely known",1,0,0.0978142499205129,-0.0728846168344984
40,"Overreliance on AI may exacerbate a less skilled & less engaged citizenry; an agenda should ask how AI might supplement, but not replace us?",1,2,0.084307488197418,-0.0783210956393078
171,How will AI and its spin-offs affect politics and law? Our current systems are not sufficient. I am a former Member of Parliament.,3,0,0.1000442187193544,-0.0802501793736891
174,We should undertake a comprehensive deep and fast reform of democracy,4,3,0.0969725787456067,-0.0806948267923424
175,We should create a Global AI Regulation Authority (GAIRA) to regulate the use of AI by transforming Global AI Partnership (GPAI),2,1,0.0900271067168331,-0.0818205448774924
121,"Should Phonons be part of future AI, will this be useful, or generally known.",1,0,0.09344605597793,-0.0821776484728669
326,"While global standards are ideal, it's crucial to have localized AI regulations that respect cultural and societal norms.",3,0,0.1036722215178796,-0.0827445727173968
173,We need to adjust world governance towards a civilisational shift,5,1,0.1040255065741742,-0.0874187645360762
178,We need to create one Superintelligence Programme managed by One-AI JV company to streamline AI control capabilities.,1,7,0.0622275297062303,-0.0894372024844709
176,We need to create Global AI Control Agency (GAICA) to control AI development process not just reguation. Invite China & others.,2,2,0.0925314449908052,-0.0917768500711011
269,"We should use AI to enhance the abilities of humans, creating a class of individuals better equipped to survive climate change.",4,3,0.0943455544399644,-0.0920694454519563
272,"We should prioritize investments in AI technologies that benefit the wealthiest in society, as they will trickle down to benefit everyone",1,6,0.0640940023533845,-0.0922243490843937
299,Continuous risk-benefit assessments enable agile AI governance responsive to societal changes.,5,0,0.1045771412185294,-0.0933650876877106
261,AI will help us solve climate change through enabling scientific breakthroughs,7,1,0.1131656957883855,-0.0978735154275598
279,"Companies and countries are focused on the race to AI, w/o properly considering the societal implications and governments aren't protecting",5,2,0.0954398568226238,-0.1002160502231926
179,We should Create Global AI Governance Agency (GAIGA) under the mandate of the G7 to oversee both GAIRA and the GAICA Consortium,1,4,0.0763760781590855,-0.102875098871818
208,AI should assist in creating cities with clean air and less noise pollution.,1,0,0.0871229046981029,-0.1075854229704145
306,AI can enhance environmental impact assessments and scenarios for sustainable policymaking.,7,0,0.1184463360843193,-0.1084096753310828
335,"AI should be leveraged to help monitor, model, and ultimately reduce humanity's environmental footprint.",2,0,0.0945904865774903,-0.1104225709734147
285,"AI can help achieve the UN Sustainable Development Goals, if developed responsibly and inclusively.",6,0,0.1153584563800812,-0.1108261693944955
228,It is essential to implement strict regulations that prevent AI from being used to exploit natural resources irresponsibly.,5,1,0.1025877237957472,-0.1112275237104586
187,We should use AI-supported deliberative democracy to renew/update the Universal Declaration of Human Rights as an underlying constitution,1,2,0.0780444856821838,-0.1137012595204383
340,"The benefits and risks of AI systems should be equitably distributed, not concentrated among a few groups.",5,0,0.1047743110522997,-0.1143540191484995
185,Ethical philosophers who understand AI (e.g. Carissa Veliz) are a key part of the conversation,4,0,0.1088379951050692,-0.1154620935249832
183,We are unlikely to ever agree on global AI regulation since we do not have World Government - competition is king!,5,5,0.0890386618724027,-0.1158581171688376
341,"Public awareness, education, and participation around AI and the environment need to be improved.",6,0,0.1195200915224777,-0.1168516778486427
155,AI is the way forward for global cooperation in international law.,4,9,0.062965362332229,-0.117365484285184
265,"We should allow AI to control and manage entire cities to optimize environmental sustainability, even if it reduces human control & agency.",1,4,0.0693455531439301,-0.1184243388057954
212,AI should help kids learn about the environment in fun and interactive ways.,6,2,0.0984946979658502,-0.1191622221573725
215,AI can help us design products that last longer and reduce the culture of throwaway consumerism.,7,1,0.1107152606229961,-0.1202583442560118
197,An appreciation of multiple ethical perspectives should be mandatory for all AI leaders.,7,1,0.1135781103115786,-0.1205104330047549
4,"If we had a visual language for explaining AI systems to stakeholders, they would have more power to effect positive change.",1,0,0.0859993342891617,-0.1210270815410824
300,"AI should be used judiciously in accordance with principles of justice, fairness and human dignity.",4,1,0.1039982823796677,-0.1214347616146315
251,"AI development should be based on the belief that nature has its own value, even without human use.",6,2,0.110299503994451,-0.1217359425040909
75,Global coordination is infeasible because it would REQUIRE embedding authoritarian Chinese values in AI,1,0,0.0958464585821647,-0.121939695021057
275,We must adopt a Safety By Design approach to prevent GenerativeAI tools from being used for extremist content and disinformation,5,1,0.1062077857308782,-0.1221375381902543
77,"European policy leaders are anti-immigrant, anti-semitic, and anti-American and cannot be trusted to dictate AI values",1,0,0.0867455885974189,-0.1224246047022955
196,"Governance and regulation should match risk. If there is strong risk, there should be strong governance and regulation -  and vice versa.",11,0,0.1421112954169977,-0.1239199024317772
198,"The government and AI companies are responsible for poor outcomes of AI, not AI itself.",7,0,0.1152265020375474,-0.1241174659136922
284,Privacy risks from AI systems need to be assessed and adequately mitigated.,7,0,0.1186769888736265,-0.1242600107454146
266,We should prioritize the development of AI technologies even if it results in significant job losses in traditional sectors.,4,4,0.0862738284566081,-0.1243040811465509
100,AI does not pose substantially different challenges to those we've already addressed in the case of other technologies or science,1,1,0.0826687681437844,-0.1243111590064898
268,"Governments should implement strict surveillance using AI to enforce regulations, even at the cost of individual privacy.",1,4,0.0673075300518523,-0.1245178149781248
46,"Pol.is is not a deliberation platform: voting on 140 character statements is not discussion, there is no room for nuance",2,3,0.0852088238503446,-0.1245356598807337
334,AI researchers and developers have an ethical responsibility to consider the environmental impacts of their work.,6,0,0.1079499326007638,-0.124584155905057
321,"AI should be in line with democratic principles, but it is not a Western democracy. It should be in line with democracies around the world.",3,1,0.0974066644229254,-0.1247193519285246
169,The epistemic risks of AI are a projection of fears of our own collective shadow. AI is a window to our collective conscious.,3,2,0.0952947998595695,-0.1249444761908772
219,We should prioritize the use of AI in creating affordable and green housing solutions.,5,3,0.0958906136798563,-0.1252547817277517
289,"AI should be designed to augment human intelligence and creativity, not replace it.",3,0,0.0992811245675024,-0.1260105400491363
333,Comprehensive life cycle assessments should be conducted for AI systems to understand their environmental footprints.,4,0,0.0980403958860907,-0.1269952002280272
338,"Caution and care, not speed, should guide the development and deployment of transformative AI applications.",6,1,0.1081248345595462,-0.1271046030830225
203,The financial benefits of AI should be shared with ordinary people - perhaps through a sovereign wealth fund.,9,1,0.1217779917071537,-0.1290191593758513
278,"Many blame AI for bias, yet the training data points out the existing biases in the system, therefore we should address underlying issues",4,0,0.1098480530160144,-0.1291408457253662
255,"AI should respect all living things, not just how they can be used for human benefit.",8,2,0.1086680080311859,-0.1300389198406303
329,Strict data privacy regulations should be in place to protect individuals from unauthorized data collection and usage by AI systems.,4,1,0.1053501956234071,-0.1306661069767606
264,Human populations should be controlled and managed by AI systems to ensure sustainable resource use and environmental conservation.,1,3,0.0809182166775658,-0.1306874938211424
327,AI technologies should strive to be as energy-efficient as possible to mitigate their environmental impact.,6,0,0.1196087313326955,-0.1311644055770572
282,AI should be developed and applied in accordance with human rights laws and values.,8,0,0.1222657304685157,-0.131419724676659
311,AI can optimize smart homes and buildings for energy efficiency and occupant wellbeing.,4,0,0.1074811954061493,-0.132997934556995
271,"We should replace local governance structures with AI systems managed by tech corporations to ensure optimized, data-driven management.",1,2,0.0838135602806726,-0.1331805762288437
248,"AI should guide us to care for the health of our whole planet, not just human societies.",10,2,0.1187370614616782,-0.1335651047720783
305,Matching renewable energy supply and demand using AI grid management will enable decarbonization.,3,0,0.0962316694970465,-0.1335914746811158
318,AI can drive optimization but also increased consumption - sustainable values should guide its design.,4,0,0.1005081746333034,-0.1337255442997023
221,"It is crucial that AI does not make the rich richer while forgetting about the poor, especially in environmental solutions.",8,0,0.1270706409392528,-0.134145760264986
249,We should use AI to question the idea that all technology is good and consider how it might harm nature and animals.,11,1,0.1267789588305638,-0.134287132425524
242,The global community should work together to ensure that AI advancements are harmonized with the Sustainable Development Goals (SDGs).,10,0,0.1360489888647815,-0.1347627145966148
236,AI-driven innovations must be accessible to small and medium enterprises to foster environmentally sustainable practices.,7,0,0.1152852564427407,-0.1347708822662012
301,"AI can help optimize energy grids, reducing waste and carbon emissions.",4,0,0.1063654251258686,-0.1348404983743664
312,Natural language processing of scientific texts by AI accelerates discovery of green technologies.,4,1,0.1026325176652826,-0.1348880760628223
262,AI should be used responsibly to support efforts in protecting and preserving the environment for future generations.,7,0,0.1187556615331883,-0.1359677431243189
325,AI development should adhere to a universally accepted ethical framework that prioritizes human well-being and environmental sustainability.,4,1,0.1013170691736405,-0.1360459376607172
256,"AI should help preserve the wisdom and practices of native cultures, honoring their respect for nature.",8,3,0.1022135327795363,-0.1362847016803238
193,We should be compensated for the use of our data in AI systems.,7,1,0.116645307869487,-0.1365080472859888
298,AI requires a whole-of-society approach - collaboration between all stakeholders is key.,6,0,0.1083335274594527,-0.1365138035910124
273,"Tech companies should be allowed to own and control public natural resources, leveraging AI to manage them more efficiently than governments",2,4,0.0744665453344237,-0.1374254876809812
328,"AI should be developed and deployed with a focus on solving pressing societal challenges, rather than solely for profit.",3,0,0.0979739898752038,-0.1380563403822357
144,Commmandment 4. Create Global AI Regulation Authority (GAIRA) to regulate the use of AI by transforming Global AI Partnership (GPAI),8,12,0.0649580217945615,-0.1385075791200296
177,We should create One-AI Joint Venture Company to consolidate the most advanced AI development within a single entity.,1,6,0.0591605813227337,-0.1387669490838542
226,Governments should incentivize the use of AI in developing renewable energy sources and enhancing energy efficiency.,7,0,0.1221024394204679,-0.1389088348377981
337,"AI systems should promote justice, empowerment, and environmental stewardship, not just efficiency and profit.",7,0,0.1225848920177506,-0.1389818256015075
213,"AI must be used to support community gardens and local, sustainable agriculture.",1,1,0.08780783080435,-0.1393918103916602
270,We should permit the unrestricted collection & sale of individuals' personal data to fuel AI that could potentially benefit humanity.,3,2,0.0877871402091239,-0.1396075819169615
189,One risk of AI is that it may lead to values lock-in ie it becomes impossible for our society's values and norms to evolve over time.,4,1,0.1063854277917663,-0.1415650830910723
0,LLMs like ChatGPT and Bard should give the same answers to prompts in Pakistan as they do in California.,31,22,0.1264285232965812,-0.1417116420331472
307,Satellite imagery analyzed by AI assists conservation efforts by tracking biodiversity loss.,4,0,0.1101202861846989,-0.1417958993491566
191,"We should challenge statements like ""This is inevitable"".",3,1,0.0893251624386543,-0.1424213373633765
322,"All entities involved in AI development should disclose the methodologies and data sets they use, to ensure ethical and unbiased AI systems.",4,0,0.1016982856933113,-0.1425631372757592
294,The benefits and risks of AI vary based on context - one size fits all governance is insufficient.,7,0,0.1112240985088801,-0.1428626845473261
229,"AI should be used to create predictive models to help forecast natural disasters more accurately, resulting better preparedness & response",7,1,0.1173041575595396,-0.1434288992934447
240,We should encourage the development of AI tools that can help individuals reduce their personal carbon footprints.,3,0,0.1025542616170986,-0.1454205021143577
316,Robotics and automation can reduce mining impacts but may increase energy demands - requiring planning.,5,0,0.1108170654252,-0.1459245445650524
234,It is vital to foster transparency in AI algorithms to ensure they are not contributing to environmental degradation.,8,0,0.1266323321888388,-0.1460028718474417
309,Shared autonomous electric vehicles leveraging AI can complement mass transit and reduce emissions.,4,0,0.1055830764257599,-0.147052180420135
224,"AI should be leveraged to optimize energy consumption in urban infrastructures, reducing the carbon footprint.",4,0,0.1078594549577234,-0.1477509341362646
216,It is important to ensure that AI does not promote harmful practices like overfishing in our oceans.,3,0,0.1052648038216068,-0.1488597033832943
